"Number","Data Layer Name","Cadence Layer Name","Cadence Layer Purpose","Layer Technology Node","Layer Status","Layer Category","Layer Sub Category","Layer Description","Design Layer","Tech Variant - Included in PDK","Customer","Layer Type","Mask Layer Sub-Type","Intermediate Layer Type","Intermediate Layer Sub-Type","GDS Number","GDS Datatype","Oasis Number","Oasis Datatype","Cadence Material Type/Qualifier","Cadence Photo Mask Color/Color State","Cadence Name OA Number","Cadence Purpose OA Number","MDP GDS Number","MDP GDS Datatype","MDP Oasis Number","MDP Oasis Datatype","MDP Layer Type","Associated Mask","Logic Definition","Layers Driving Mask Requirement","Influencing Layers","Photo Layer Short Designation","Display","Mask Number","Related LV","Extended Data Layer Name","Extended GDS Data Type","Extended GDS Number","Extended MDP GDS Data Type","Extended MDP GDS Number","Extended MDP OASIS Data Type","Extended MDP OASIS Number","Extended OASIS Data Type","Extended OASIS Number","Mask Write Boolean","Layer Specific Reference"
"LV-0000194377","40V_MK","40V_MK","marking","180BSL","Active","Design Utility",,"Marking layer for 40V devices.","Yes","DM-000456",,"Drawn",,,,"33","17",,,,,150,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194378","BDP_BLK","BDP_BLK","marking","180BSL","Active","Marker Enablement",,"Marker to block Boolean Ops and Data Prep (112;17).","Yes","DM-000456",,"Drawn",,,,"112","17",,,,,1002,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194380","DIODE_MK_TYPE1","DIODE_MK_TYPE1","marking","180BSL","Active","Marker Devices",,"Free Zener marking layer for high Voltage process with Ultra low Rdson Devices.","Yes","DM-000456",,"Drawn",,,,"79","17",,,,,28,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194381","DIODE_MK_TYPE2","DIODE_MK_TYPE2","marking","180BSL","Active","Marker Devices",,"Free Zener marking layer for standard 1.5V/5V process.","Yes","DM-000456",,"Drawn",,,,"80","17",,,,,29,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194384","ESD_CLAMP_MK","ESD_CLAMP_MK","marking","180BSL","Active","Marker ESD",,"Marking layer to identify ESD Clamp devices.","Yes","DM-000456",,"Drawn",,,,"16","17",,,,,78,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194382","DRC_BJT","DRC_BJT","marking","180BSL","Active","Design Utility",,"BJT Mark for DRC purpose.","Yes","DM-000456",,"Drawn",,,,"127","5",,,,,119,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194383","ELMD2_MK","ELMD2_MK","marking","180BSL","Active","Design Utility",,"Marking layer for Drain SAB 5V MOS and Source Drain SAB 5V NMOS.","Yes","DM-000456",,"Drawn",,,,"19","17",,,,,175,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194376","PR_bndry","prboundary","drawing","180BSL","Active","Design Utility",,"PR Boundary for cell, block or chip.","Yes","DM-000456",,"Drawn",,,,"0","0",,,,,0,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194375","RES_MK","RES_MRK","drawing","180BSL","Active","Marker Devices",,"Marking Layer for Resistor.","Yes","DM-000456",,"Drawn",,,,"110","5",,,,,110,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194369","Metal3_BLK","NIL","NIL","180BSL","Active","Marker Enablement",,"Place and Route Metal3 Blockage.","Yes","DM-000456",,"Drawn",,,,"42","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194367","Metal1_BLK","METAL1","blockage","180BSL","Active","Marker Enablement",,"Place and Route Metal1 Blockage.","Yes","DM-000456",,"Drawn",,,,"34","5",,,,,34,230,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194368","Metal2_BLK","NIL","NIL","180BSL","Active","Marker Enablement",,"Place and Route Metal2 Blockage.","Yes","DM-000456",,"Drawn",,,,"36","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194370","Metal4_BLK","NIL","NIL","180BSL","Active","Marker Enablement",,"Place and Route Metal4 Blockage.","Yes","DM-000456",,"Drawn",,,,"46","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194371","Metal5_BLK","METAL5","blockage","180BSL","Active","Marker Enablement",,"Place and Route Metal5 Blockage.","Yes","DM-000456",,"Drawn",,,,"81","5",,,,,81,230,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194374","IND_MK","IND_MRK","drawing","180BSL","Active","Marker Devices",,"Inductor Mark.","Yes","DM-000456",,"Drawn",,,,"151","5",,,,,121,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194372","MetalT_BLK","METAL8","blockage","180BSL","Active","Marker Enablement",,"Place and Route MetalTop Blockage.","Yes","DM-000456",,"Drawn",,,,"53","5",,,,,53,230,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194373","G1Cell2","G1Cell2","drawing","180BSL","Active","Design SRAM",,"SRAM Mark for G1Cell2.","Yes","DM-000456",,"Drawn",,,,"102","5",,,,,102,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194385","ESD_MK","NIL","NIL","180BSL","Active","Marker ESD",,"Marking layer on ESD protection device.","Yes","DM-000456",,"Drawn",,,,"24","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194388","HVPOLYRS","HVPOLYRS","marking","180BSL","Active","Marker Devices",,"High Poly Resistor in HV area Marking layer.","Yes","DM-000456",,"Drawn",,,,"123","5",,,,,170,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194386","GUARD_RING_MK","GUARD_RING_MK","marking","180BSL","Active","Design Utility",,"Marking layer for Scribe line Guard Ring.","Yes","DM-000456",,"Drawn",,,,"167","5",,,,,140,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194401","MIM_L_MK","NIL","NIL","180BSL","Active","Design Utility",,"Identify Length of MIM capacitor.","Yes","DM-000456",,"Drawn",,,,"117","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194399","Latchup_MK","Latchup_MK","marking","180BSL","Active","Marker ESD",,"Marking layer for I/O latch-up rule check.","Yes","DM-000456",,"Drawn",,,,"137","5",,,,,141,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194400","MATCHED_MK","MATCHED_MK","marking","180BSL","Active","Design Utility",,"Marking layer to identify and match sensitive circuits in a site (ie 2 transistors, or 2 resistors, or 2 capacitors).","Yes","DM-000456",,"Drawn",,,,"32","17",,,,,153,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194402","MOM_M1_MK","MOM_M1_MK","marking","180BSL","Active","Design Utility",,"Marking Layer for Interdigitated MOM Capacitor area of Metal1.","Yes","DM-000456",,"Drawn",,,,"40","17",,,,,162,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194403","MOM_M2_MK","MOM_M2_MK","marking","180BSL","Active","Design Utility",,"Marking Layer for Interdigitated MOM Capacitor area of Metal2.","Yes","DM-000456",,"Drawn",,,,"41","17",,,,,163,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194406","MOM_M5_MK","MOM_M5_MK","marking","180BSL","Active","Design Utility",,"Marking Layer for Interdigitated MOM Capacitor area of Metal5.","Yes","DM-000456",,"Drawn",,,,"44","17",,,,,166,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194404","MOM_M3_MK","MOM_M3_MK","marking","180BSL","Active","Design Utility",,"Marking Layer for Interdigitated MOM Capacitor area of Metal3.","Yes","DM-000456",,"Drawn",,,,"42","17",,,,,164,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194405","MOM_M4_MK","MOM_M4_MK","marking","180BSL","Active","Design Utility",,"Marking Layer for Interdigitated MOM Capacitor area of Metal4.","Yes","DM-000456",,"Drawn",,,,"43","17",,,,,165,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194398","LVS_Source","NIL","NIL","180BSL","Active","Design Utility",,"Source LVS/DRC Mark.","Yes","DM-000456",,"Drawn",,,,"100","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194397","LVS_RF","LVS_RF","marking","180BSL","Active","Design Utility",,"RF LVS Mark.","Yes","DM-000456",,"Drawn",,,,"100","5",,,,,44,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194391","LVS_DONUT","LVS_DONUT","marking","180BSL","Active","Design Utility",,"Marker for donut shaped layer for LVS calculation.","Yes","DM-000456",,"Drawn",,,,"55","17",,,,,173,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194389","HV_Bias_MK","HV_Bias_MK","marking","180BSL","Active","Design Utility",,"Marking layer for Hign Voltage Biasing.","Yes","DM-000456",,"Drawn",,,,"20","17",,,,,158,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194390","LVS_BJT","LVS_BJT","marking","180BSL","Active","Design Utility",,"BJT Mark.","Yes","DM-000456",,"Drawn",,,,"118","5",,,,,118,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194392","LVS_HALL_PIN_A","LVS_HALL_PIN_A","marking","180BSL","Active","Design Utility",,"LVS marker to identify hall device input terminal a (97;17).","Yes","DM-000456",,"Drawn",,,,"97","17",,,,,709,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194393","LVS_HALL_PIN_B","LVS_HALL_PIN_B","marking","180BSL","Active","Design Utility",,"LVS marker to identify hall device input terminal b (98;17).","Yes","DM-000456",,"Drawn",,,,"98","17",,,,,710,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194396","LVS_IO","LVS_IO","marking","180BSL","Active","Design Utility",,"LVS IO Marking.","Yes","DM-000456",,"Drawn",,,,"119","5",,,,,156,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194394","LVS_HALL_PIN_C","LVS_HALL_PIN_C","marking","180BSL","Active","Design Utility",,"LVS marker to identify hall device input terminal c (99;17).","Yes","DM-000456",,"Drawn",,,,"99","17",,,,,711,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194395","LVS_HALL_PIN_D","LVS_HALL_PIN_D","marking","180BSL","Active","Design Utility",,"LVS marker to identify hall device input terminal d (111;17).","Yes","DM-000456",,"Drawn",,,,"111","17",,,,,712,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194408","MOS_CAP_MK","MOS_CAP_MK","marking","180BSL","Active","Design Utility",,"MOS Capacitor LVS Mark.","Yes","DM-000456",,"Drawn",,,,"166","5",,,,,113,6,,,,,,,,,,,,,,,,,,,,,,,,
